,C_YEAR,C_MNTH,C_WDAY,C_HOUR,C_SEV,C_VEHS,C_CONF,C_RCFG,C_WTHR,C_RSUR,C_RALN,C_TRAF,V_ID,V_TYPE,V_YEAR,P_ID,P_SEX,P_AGE,P_PSN,P_ISEV,P_SAFE,P_USER
44429,2,8,5,0,1,0,5,2,2,1,2,16,0,1,42,1,2,19,1,2,2,1
44430,7,3,5,18,1,1,16,0,0,0,0,16,0,1,59,1,2,50,1,2,2,1
44431,4,11,6,0,1,0,4,0,5,2,0,2,0,1,52,1,1,24,1,2,2,1
44432,7,9,6,1,1,0,5,0,0,0,0,16,0,1,46,2,2,21,3,2,2,2
44433,4,7,3,3,1,0,5,0,0,0,0,16,0,9,57,1,1,29,1,2,3,5
44434,4,2,1,12,1,2,6,1,0,0,0,0,2,1,49,1,1,34,1,1,2,1
44435,12,6,5,19,1,0,0,1,0,0,0,0,25,0,0,1,2,18,13,2,2,3
44436,4,9,6,21,1,1,16,1,0,0,0,0,1,1,58,3,1,10,4,2,2,2
44437,13,8,0,16,1,1,16,1,0,0,0,0,0,1,59,1,1,55,1,2,2,1
44438,8,11,0,15,1,0,5,0,0,4,1,16,0,1,52,2,2,35,3,2,2,2
44439,3,6,3,9,1,2,6,0,0,0,0,16,1,1,50,1,1,71,1,1,2,1
44440,10,9,4,11,1,3,6,0,1,0,0,16,2,1,54,1,1,19,1,2,2,1
44441,14,6,2,12,1,1,13,1,0,0,0,0,0,1,58,1,1,62,1,2,1,1
44442,0,10,4,17,1,1,6,2,0,4,0,16,1,3,52,1,1,43,1,2,2,1
44443,10,3,5,13,1,1,16,1,0,0,2,0,1,1,58,1,2,17,1,1,2,1
44444,5,7,1,13,1,1,16,1,0,0,1,0,1,1,55,1,2,23,1,2,7,1
44445,4,0,4,15,1,0,5,1,0,0,0,0,0,1,55,1,2,41,1,1,2,1
44446,13,4,1,13,1,0,5,0,0,0,0,16,0,1,65,1,1,68,1,1,2,1
44447,13,10,3,14,1,1,15,1,0,0,0,2,0,1,49,1,2,77,1,1,2,1
44448,12,3,1,14,1,1,6,0,0,0,0,0,1,2,62,1,1,63,1,1,2,1
44449,4,7,4,6,0,1,15,1,0,0,0,16,0,1,42,1,1,42,1,3,2,1
44450,7,11,5,14,1,1,7,1,0,0,0,0,1,1,51,2,2,30,3,2,2,2
44451,4,4,2,1,1,1,11,0,2,1,0,16,1,1,56,1,2,18,1,2,2,1
44452,11,9,4,15,1,1,15,1,0,0,0,2,1,1,50,2,2,17,3,2,2,2
44453,13,10,5,13,1,0,5,0,0,0,0,16,0,1,66,1,2,46,1,1,2,1
44454,2,4,5,13,1,1,7,0,0,0,0,16,0,1,39,2,2,09,3,2,2,2
44455,2,4,3,14,1,4,6,0,0,0,0,16,2,1,52,3,2,19,4,2,2,2
44456,1,5,1,15,1,1,6,1,0,0,0,0,0,1,42,1,1,23,1,1,2,1
44457,3,0,1,7,1,5,6,1,0,0,0,16,0,1,55,1,2,33,1,1,2,1
44458,6,10,3,17,1,2,7,0,0,0,2,16,1,1,59,1,2,50,1,2,2,1
44459,15,2,4,9,0,0,3,0,0,0,2,16,0,1,55,1,1,29,1,3,2,1
44460,15,2,1,13,1,2,12,2,1,0,0,0,0,1,64,1,2,38,1,1,2,1
44461,8,11,4,13,1,1,5,0,0,0,0,16,1,1,61,1,1,31,1,2,2,1
44462,0,3,6,15,1,2,13,1,0,0,0,0,2,1,52,2,2,55,3,2,7,2
44463,13,2,3,9,1,1,6,1,2,1,0,0,1,1,54,2,1,52,5,2,2,2
44464,2,10,3,17,1,3,6,0,2,1,0,16,1,1,50,1,2,28,1,1,2,1
44465,4,6,5,18,1,1,13,1,2,1,0,7,0,1,43,1,2,56,1,2,2,1
44466,11,11,0,18,1,0,13,1,0,0,0,0,0,8,55,1,1,47,1,1,2,1
44467,10,11,4,23,1,1,6,1,2,1,0,0,1,1,48,2,2,26,3,2,2,2
44468,1,0,0,13,1,3,6,0,0,0,0,16,1,1,53,1,1,40,1,1,2,1
44469,8,5,0,14,1,1,6,1,0,0,0,16,0,1,49,1,2,32,1,1,2,1
44470,4,3,4,15,1,1,14,2,3,4,0,16,1,1,48,1,1,16,1,1,2,1
44471,3,9,5,11,1,1,13,1,2,1,3,0,0,1,45,1,2,45,1,0,0,1
44472,6,5,2,7,1,1,15,3,0,0,0,13,1,18,54,1,1,43,1,0,0,0
44473,4,9,1,9,0,0,3,0,1,5,5,16,0,1,43,1,1,18,1,3,1,1
44474,4,9,2,13,1,2,18,1,0,0,1,16,2,1,54,1,1,17,1,1,2,1
44475,11,7,2,16,1,1,16,1,0,0,1,16,0,1,62,3,2,09,5,1,2,2
44476,11,4,2,12,1,2,6,1,0,0,0,0,1,1,62,1,1,42,1,1,2,1
44477,14,2,2,17,1,1,6,0,3,9,0,16,0,1,65,1,1,38,1,1,2,1
44478,5,10,0,21,1,1,16,0,3,2,0,16,0,1,53,2,2,25,3,2,1,2
44479,0,11,4,12,1,0,0,0,2,1,2,16,0,1,47,1,1,34,1,2,2,1
44480,1,6,1,14,1,1,6,1,0,0,0,0,0,1,54,1,2,22,1,1,2,1
44481,3,0,3,12,1,1,6,1,0,0,0,16,0,3,42,1,1,72,1,1,2,1
44482,10,2,5,19,1,1,6,0,0,0,2,16,1,1,49,1,2,38,1,2,2,1
44483,1,8,5,13,1,2,6,1,0,0,0,0,1,1,49,2,1,31,3,2,2,2
44484,8,4,2,7,1,0,3,1,0,0,2,16,0,1,57,1,2,67,1,2,1,1
44485,7,8,5,12,1,1,15,0,0,0,0,0,1,1,59,1,2,32,1,2,2,1
44486,14,9,1,20,1,1,9,0,0,0,0,16,1,11,0,1,1,41,1,2,2,4
44487,6,8,3,8,1,2,6,0,0,0,0,16,0,1,47,3,1,18,3,1,2,0
44488,6,8,1,17,1,3,6,10,0,0,0,16,1,1,52,1,1,58,1,0,0,1
44489,13,0,3,18,1,1,15,1,1,1,0,0,1,1,57,1,2,25,1,2,2,1
44490,7,7,0,9,1,1,6,2,0,0,1,16,1,1,53,1,1,50,1,2,2,1
44491,9,10,2,17,1,0,18,1,0,4,2,16,0,1,56,5,1,01,6,1,2,2
44492,2,9,2,15,1,1,7,2,0,0,0,2,1,1,49,2,1,69,3,1,2,2
44493,8,5,0,3,1,1,17,10,1,0,0,16,25,0,0,1,1,27,13,2,0,3
44494,7,7,0,16,1,2,15,1,2,1,0,16,0,1,49,1,1,23,1,2,2,1
44495,3,4,3,23,1,1,15,1,0,0,0,2,0,1,55,1,1,20,1,2,1,1
44496,15,11,6,14,1,1,15,0,2,0,0,16,0,1,60,1,1,22,1,1,2,1
44497,6,2,1,15,1,1,16,1,0,0,0,0,0,4,56,2,1,38,3,1,2,2
44498,3,9,6,6,1,1,17,0,0,0,0,16,1,1,53,1,1,18,1,1,0,1
44499,6,7,1,19,1,0,2,0,2,1,0,16,0,1,58,2,1,47,3,2,2,2
44500,12,4,5,8,1,0,3,0,1,0,3,16,0,3,57,1,1,21,1,2,2,1
44501,8,11,0,17,1,0,18,0,0,2,0,16,0,1,61,1,1,53,1,2,2,1
44502,9,0,4,19,1,1,15,0,3,2,2,16,0,1,62,1,2,43,1,0,0,1
44503,4,6,3,17,1,2,6,1,0,0,0,0,2,1,53,1,1,61,1,1,2,1
44504,13,2,4,1,1,0,3,0,0,0,2,16,0,1,58,1,2,18,1,2,2,1
44505,2,1,6,12,1,2,6,0,2,3,0,16,2,1,54,1,1,37,1,1,2,1
44506,12,3,2,16,1,1,6,0,2,1,0,0,0,1,55,1,1,76,1,2,2,1
44507,8,1,1,8,1,1,10,0,0,0,1,16,0,4,26,1,1,32,1,1,2,1
44508,12,3,2,8,1,0,3,1,0,1,0,16,0,3,58,1,2,45,1,2,2,1
44509,10,7,2,15,1,1,6,1,2,1,0,0,1,1,53,1,1,18,1,2,2,0
44510,7,4,3,8,1,1,6,1,1,0,0,0,0,1,58,1,2,39,1,2,2,1
44511,8,11,0,6,1,0,5,0,0,0,3,16,0,1,50,2,2,25,3,2,2,2
44512,8,10,3,11,1,1,13,1,0,0,0,17,0,4,45,1,1,72,1,2,2,1
44513,6,0,3,20,1,0,5,0,3,2,2,16,0,1,57,1,2,21,1,1,2,1
44514,8,5,4,9,1,4,15,1,0,0,0,0,3,4,61,1,1,44,1,1,2,1
44515,14,4,4,17,1,1,16,1,0,0,0,2,1,1,56,1,1,30,1,1,2,1
44516,10,9,5,13,1,0,5,0,0,0,0,16,0,1,63,1,2,54,1,2,2,1
44517,15,4,3,16,1,1,15,1,0,0,0,2,0,1,55,2,1,21,3,1,2,2
44518,2,4,2,11,1,1,16,1,0,0,0,0,1,1,54,1,1,18,1,1,2,1
44519,8,3,5,12,1,1,6,1,3,1,1,0,1,1,58,2,2,35,3,2,2,2
44520,15,1,2,8,1,0,6,0,0,4,3,16,0,1,60,1,2,66,1,2,2,1
44521,9,0,3,13,1,1,6,0,0,0,0,16,1,1,62,1,1,54,1,2,2,1
44522,12,7,0,14,1,1,16,1,0,0,0,0,1,1,62,2,1,09,4,1,2,2
44523,3,7,5,22,1,1,6,3,1,0,0,14,0,1,49,1,1,22,1,1,2,1
44524,0,9,3,16,1,1,6,1,0,0,0,0,0,1,46,1,2,18,1,2,2,1
44525,1,9,6,13,1,0,5,0,0,0,1,16,0,1,45,1,1,17,1,2,2,1
44526,12,1,2,10,1,1,6,1,3,3,0,16,0,1,62,1,2,53,1,2,2,1
44527,13,3,2,20,1,1,6,0,0,0,0,0,1,1,64,2,1,50,3,2,2,2
44528,1,10,3,19,1,1,16,1,0,0,0,0,1,1,43,1,2,48,1,1,2,1
44529,1,7,6,14,1,2,11,0,1,0,0,16,0,1,48,5,1,01,6,1,2,2
44530,14,1,2,8,1,0,5,1,0,1,0,0,25,0,0,1,2,21,13,1,2,3
44531,15,5,1,21,1,1,15,1,0,0,0,2,0,11,54,1,2,20,1,2,5,4
44532,0,11,3,10,1,1,15,1,0,2,0,2,0,1,50,1,1,56,1,1,2,1
44533,1,10,1,7,1,1,6,0,0,2,1,16,0,4,41,1,1,33,1,0,0,1
44534,12,7,4,19,1,0,5,1,0,0,0,16,0,1,46,1,1,22,1,1,2,1
44535,2,11,1,21,1,1,16,2,0,1,0,16,0,1,41,2,1,22,3,1,2,2
44536,12,8,4,9,1,1,18,1,0,0,0,2,1,1,50,1,1,22,1,2,2,1
44537,4,1,6,12,1,1,6,0,3,2,0,16,1,1,57,1,1,38,1,2,2,1
44538,5,8,3,7,1,1,6,0,0,0,1,16,0,1,56,2,1,24,3,2,2,2
44539,15,4,2,16,1,1,6,0,0,0,0,16,1,1,62,1,2,40,1,1,2,1
44540,0,7,1,17,1,2,6,1,0,0,0,0,0,1,42,1,2,18,1,2,2,1
44541,13,2,5,15,1,0,5,0,0,0,2,16,0,1,66,3,1,17,6,2,2,2
44542,5,10,2,11,1,1,15,1,0,0,0,0,1,1,53,2,1,18,2,1,2,2
44543,15,4,1,17,1,1,6,1,0,0,0,16,1,1,65,1,2,42,1,1,2,1
44544,5,4,5,19,1,1,15,1,1,0,1,2,0,1,46,4,1,15,6,1,2,2
44545,9,5,2,17,1,1,9,1,0,0,0,3,1,1,56,1,1,27,1,1,2,1
44546,15,4,4,15,1,1,11,1,0,0,0,16,1,5,54,1,2,44,1,2,2,1
44547,15,9,4,21,1,0,5,1,2,1,0,0,0,1,54,1,1,18,1,1,0,1
44548,6,7,2,12,1,2,6,1,0,0,1,16,2,1,53,1,1,33,1,2,2,1
44549,2,2,1,16,1,1,12,0,3,4,2,16,1,1,43,3,1,02,5,2,2,2
44550,2,6,5,15,1,0,5,1,0,0,0,0,0,1,50,5,1,66,6,1,2,2
44551,3,6,2,9,1,1,16,2,0,0,0,0,0,1,44,1,1,82,1,1,2,1
44552,1,8,4,23,1,1,5,1,0,0,2,2,0,1,40,1,1,17,1,2,2,1
44553,7,1,4,18,1,1,16,1,0,0,1,16,0,1,59,1,1,54,1,1,2,1
44554,4,1,4,12,1,2,6,0,0,0,0,16,0,1,48,1,2,46,1,0,0,1
44555,5,0,3,14,1,1,5,1,3,2,0,0,0,4,53,1,1,37,1,1,2,1
44556,6,9,3,7,1,1,13,1,0,0,0,0,0,1,43,1,1,52,1,1,2,1
44557,10,10,5,15,1,2,13,1,0,0,0,0,0,1,53,1,2,43,1,1,2,1
44558,12,8,3,20,1,1,6,1,2,1,0,16,0,1,54,1,1,75,1,2,2,1
44559,10,6,0,9,1,0,3,10,1,0,3,16,0,4,60,1,1,23,1,2,2,1
44560,0,4,4,16,1,2,11,0,0,0,2,16,1,1,46,1,1,55,1,2,2,1
44561,0,2,2,21,1,1,6,1,0,4,1,16,0,1,46,1,1,22,1,2,2,1
44562,3,4,3,12,1,1,6,0,0,0,2,16,0,1,55,1,1,44,1,2,2,1
44563,0,0,0,18,1,2,6,0,3,9,0,16,2,1,34,2,2,05,4,1,2,2
44564,8,3,0,10,1,1,15,1,2,1,0,0,0,1,57,1,1,50,1,1,2,1
44565,0,8,4,15,1,1,6,0,2,1,1,16,1,1,39,1,1,51,1,2,2,1
44566,10,8,4,17,1,2,6,1,0,0,0,0,1,1,43,1,1,18,1,2,2,0
44567,9,7,1,15,1,1,13,1,0,0,0,16,1,1,53,1,1,43,1,1,2,1
44568,8,0,3,10,1,0,1,1,0,0,1,8,0,1,54,1,1,18,1,0,0,0
44569,0,1,3,8,1,1,6,1,0,0,0,0,1,1,40,1,1,58,1,1,2,1
44570,7,0,4,5,1,0,3,0,1,4,0,16,0,1,55,4,2,17,4,1,2,2
44571,1,7,1,15,1,1,13,1,1,0,0,16,0,1,52,1,2,32,1,1,2,1
44572,13,11,2,10,1,2,6,0,3,1,0,16,2,1,60,1,1,38,1,2,2,1
44573,8,0,1,12,1,1,15,1,0,9,0,17,1,1,59,1,1,21,1,1,2,1
44574,6,1,0,16,1,1,6,1,0,0,0,0,1,1,58,1,2,46,1,1,2,1
44575,7,3,2,17,1,1,16,1,0,0,0,0,1,1,55,2,2,19,3,2,2,2
44576,9,9,4,23,1,1,15,1,0,0,0,0,1,1,51,1,2,18,1,1,2,1
44577,4,9,5,21,1,1,16,1,2,1,2,0,0,1,47,1,1,37,1,2,2,1
44578,4,6,3,15,1,1,6,1,0,0,0,16,1,1,43,1,1,41,1,0,0,1
44579,11,3,6,21,1,1,16,1,0,0,0,0,0,1,63,3,1,18,4,1,2,2
44580,5,2,2,13,1,2,13,1,2,1,0,0,1,1,50,1,2,62,1,2,2,1
44581,4,9,5,18,1,2,6,1,2,1,1,0,2,1,57,1,1,30,1,1,2,1
44582,14,2,6,4,1,0,1,0,0,0,2,16,0,1,55,1,1,19,1,2,2,1
44583,8,9,2,14,1,1,6,0,0,0,0,16,0,1,53,2,1,16,3,1,2,2
44584,12,3,4,13,1,2,11,0,0,0,0,16,2,1,50,1,2,54,1,2,2,1
44585,11,5,5,12,1,1,15,1,0,0,0,0,0,1,49,1,2,19,1,1,2,1
44586,13,8,5,14,1,1,16,1,0,1,1,0,1,1,59,1,2,58,1,2,2,1
44587,10,4,2,8,1,1,15,1,0,0,0,2,1,1,52,3,1,17,4,1,2,2
44588,10,9,4,6,1,1,11,1,0,0,0,16,1,1,45,1,1,34,1,0,0,1
44589,10,6,4,9,1,1,16,1,0,0,0,0,0,1,48,1,1,78,1,2,2,1
44590,4,9,2,11,1,2,6,1,0,0,2,0,1,1,51,1,2,43,1,2,2,1
44591,5,8,1,20,1,0,18,0,1,0,0,16,0,1,44,2,1,19,3,2,2,2
44592,5,11,0,10,1,0,2,0,3,9,0,16,0,1,58,1,1,40,1,1,2,1
44593,9,3,5,10,1,1,6,1,0,0,0,0,1,1,58,1,2,23,1,2,2,1
44594,12,8,0,16,1,2,6,0,2,1,0,16,0,1,64,1,2,76,1,2,2,1
44595,7,1,2,19,1,1,13,1,0,1,2,0,1,1,45,1,1,19,1,1,2,1
44596,3,10,4,14,1,1,6,0,0,0,0,16,0,1,54,1,2,23,1,2,2,1
44597,15,11,4,10,1,1,18,10,0,4,0,16,0,1,50,1,1,88,1,2,2,1
44598,2,6,6,15,1,2,6,0,0,0,0,16,0,1,48,1,1,79,1,1,2,1
44599,11,10,0,8,1,1,15,1,0,0,0,16,0,1,45,1,2,37,1,2,2,1
44600,2,3,3,15,1,2,13,1,0,0,0,16,1,1,41,1,1,32,1,2,2,1
44601,0,10,4,19,1,1,6,0,3,1,0,2,1,3,54,5,2,12,12,2,2,0
44602,14,0,1,19,1,1,15,1,0,4,0,0,0,1,57,1,1,18,1,2,2,0
44603,13,5,6,1,1,0,2,1,5,0,2,3,0,1,61,1,2,41,1,2,2,1
44604,2,3,6,10,1,1,13,1,2,1,1,2,0,1,51,2,2,31,3,2,2,2
44605,2,8,5,13,1,1,6,1,0,0,0,0,1,1,54,2,2,29,3,2,2,2
44606,1,9,5,0,1,1,13,1,2,1,0,0,1,1,45,1,1,42,1,2,2,1
44607,0,11,5,15,1,3,13,1,0,0,0,2,2,1,43,1,1,19,1,1,2,1
44608,0,0,3,17,1,5,6,0,2,1,0,16,4,3,50,5,2,10,6,1,2,2
44609,5,4,2,11,1,0,12,10,1,0,0,16,25,0,0,1,2,16,13,2,0,3
44610,4,3,6,12,1,2,7,1,3,9,0,16,1,1,37,2,1,18,3,1,2,2
44611,15,5,3,10,1,2,6,1,0,0,0,0,1,1,64,1,2,64,1,2,2,1
44612,8,5,4,18,1,0,5,0,0,0,0,16,0,1,54,1,2,29,1,2,2,1
44613,9,5,5,20,1,2,6,1,0,0,0,16,2,1,58,2,2,55,3,2,2,2
44614,15,11,3,6,1,3,7,0,0,0,0,16,1,1,66,1,1,29,1,1,2,1
44615,5,7,0,20,1,1,7,0,0,0,0,16,0,5,53,1,1,51,1,1,2,1
44616,15,8,1,5,1,0,1,0,0,0,2,16,0,1,61,1,1,17,1,2,2,1
44617,4,8,6,8,1,1,11,1,1,1,3,16,0,9,39,1,1,46,1,2,3,5
44618,15,10,5,17,1,1,6,1,0,9,0,16,1,1,63,2,2,15,3,2,2,2
44619,10,7,6,20,1,1,8,1,0,1,0,0,1,1,43,1,1,25,1,1,2,1
44620,6,2,3,14,1,1,6,1,0,1,0,3,0,1,48,1,2,19,1,2,2,1
44621,3,11,2,16,1,1,15,1,2,1,0,2,1,1,47,1,2,74,1,1,2,1
44622,14,1,1,13,1,1,6,3,0,0,1,16,0,3,52,1,1,62,1,2,2,1
44623,4,8,0,13,1,1,6,1,2,1,0,16,1,1,47,2,1,61,2,2,2,2
44624,3,7,0,16,1,1,7,0,0,0,0,16,1,9,39,1,1,60,1,2,6,5
44625,9,0,5,19,1,1,11,0,3,2,3,16,1,1,55,1,1,58,1,1,2,1
44626,2,9,6,19,1,1,6,10,2,1,1,16,1,1,43,1,1,40,1,0,0,1
44627,13,10,6,10,1,2,6,0,0,0,0,16,1,1,58,1,1,21,1,1,2,1
44628,6,6,2,10,1,0,5,0,1,0,2,10,0,1,56,1,2,61,1,2,2,1
44629,0,11,2,17,1,1,11,1,0,9,3,16,0,3,53,1,2,21,1,1,2,1
44630,0,8,5,18,1,1,13,2,0,0,0,16,0,8,53,1,2,28,1,1,2,1
44631,15,10,5,18,1,3,13,1,1,4,0,0,0,1,52,2,1,18,1,2,2,0
44632,13,7,0,19,1,1,6,0,0,0,0,16,0,1,61,2,1,47,3,2,2,2
44633,6,11,1,11,1,1,6,10,0,0,3,3,1,1,57,2,2,38,3,1,2,2
44634,10,7,1,16,1,1,15,1,0,0,0,0,0,1,60,3,2,48,6,2,2,2
44635,7,5,5,21,1,0,1,0,2,1,0,16,0,1,57,1,2,42,1,1,2,1
44636,4,11,0,16,1,0,5,1,0,2,0,0,0,1,48,2,2,17,3,1,2,2
44637,10,6,1,16,1,1,13,1,0,0,2,2,1,1,61,2,1,16,3,2,2,2
44638,12,7,3,8,1,3,6,0,0,0,0,16,1,1,60,1,2,37,1,1,2,1
44639,7,8,1,16,1,1,13,1,0,0,0,16,0,1,53,2,1,45,3,2,2,2
44640,7,8,3,17,1,1,15,1,0,0,0,0,0,11,54,1,1,34,1,1,0,4
44641,13,3,3,16,1,0,5,1,0,0,0,0,25,0,0,1,2,95,13,2,2,3
44642,14,8,6,17,1,0,1,0,0,0,0,16,0,1,56,2,2,51,3,1,2,2
44643,2,1,5,10,1,1,6,1,0,4,2,3,0,1,53,2,2,55,3,1,2,2
44644,3,7,5,10,1,2,15,1,0,0,0,2,2,1,54,1,1,74,1,2,2,1
44645,5,4,3,17,1,2,6,1,0,0,0,0,2,1,45,1,1,55,1,1,2,1
44646,5,8,0,16,1,1,15,10,0,0,0,16,1,1,44,1,1,51,1,1,2,1
44647,0,11,1,9,1,1,6,0,1,1,0,16,0,3,28,1,1,70,1,1,2,1
44648,4,7,3,13,1,2,6,1,0,0,0,2,2,1,46,3,1,19,8,1,6,2
44649,15,10,1,6,1,1,2,1,3,1,0,16,1,1,61,2,1,33,3,1,2,2
44650,0,7,0,15,1,2,13,1,0,0,0,0,2,1,50,1,1,45,1,1,2,1
44651,13,10,1,6,1,0,5,1,4,4,0,16,0,1,64,2,2,18,3,2,2,2
44652,2,10,1,1,1,1,8,1,0,0,0,0,0,1,49,2,2,19,3,2,2,2
44653,11,2,6,17,1,1,6,1,0,0,0,0,1,1,48,2,1,29,3,2,2,2
44654,11,1,2,12,1,2,15,1,0,1,0,0,2,1,56,1,1,40,1,2,2,1
44655,11,3,1,17,0,1,15,1,0,1,0,2,1,1,63,1,2,59,1,2,7,1
44656,13,4,2,12,1,0,5,0,0,0,0,16,0,1,53,1,1,22,1,2,2,1
44657,3,11,2,13,1,1,6,1,3,3,0,2,1,1,56,2,2,48,2,2,2,2
44658,6,5,6,9,1,2,15,1,0,0,0,0,1,1,59,1,1,57,1,1,2,1
44659,8,8,0,8,1,0,5,0,0,0,0,16,25,0,0,1,2,33,13,2,6,3
44660,15,0,3,9,1,2,18,0,0,4,0,16,2,1,61,1,1,32,1,2,2,1
44661,10,5,4,14,1,1,6,0,1,0,0,0,1,1,52,1,2,22,1,1,2,1
44662,11,3,1,15,1,0,5,0,0,0,1,16,0,1,61,2,2,17,3,2,2,2
44663,10,6,5,15,1,1,6,1,0,0,3,0,0,1,52,3,1,09,7,1,2,2
44664,4,5,0,13,1,0,5,1,0,0,0,2,25,0,0,1,2,61,13,2,1,3
44665,2,1,3,14,1,2,18,10,0,1,0,16,2,1,48,3,2,32,1,2,2,1
44666,10,10,2,8,1,2,7,0,0,0,0,16,1,1,54,1,1,18,1,1,0,1
44667,12,4,6,19,1,1,6,1,0,0,3,3,0,1,50,2,1,38,3,2,2,2
44668,2,6,3,4,1,0,2,0,0,0,0,16,0,5,53,1,1,33,1,2,2,1
44669,6,11,4,19,1,1,6,0,3,2,1,16,1,1,54,1,2,25,1,2,2,1
44670,13,3,6,14,1,1,13,10,0,0,0,16,1,1,62,4,2,13,6,2,2,2
44671,11,5,2,9,1,1,18,1,1,0,0,0,0,9,62,1,2,34,1,2,3,5
44672,1,2,4,13,1,1,16,1,2,1,2,0,1,1,43,1,1,25,1,2,2,1
44673,8,3,4,20,1,1,17,10,1,1,1,16,0,1,44,1,1,18,1,0,0,1
44674,9,6,3,16,1,2,6,1,0,0,0,16,1,1,57,2,1,39,3,2,2,2
44675,3,1,0,16,1,0,2,0,3,2,0,16,0,3,45,1,2,29,1,2,2,1
44676,15,4,5,13,1,2,8,10,0,0,0,16,1,1,57,1,1,53,1,0,0,1
44677,10,4,2,16,1,0,2,0,0,0,0,16,0,1,55,2,2,18,6,2,2,2
44678,8,8,3,16,1,1,13,1,0,0,0,16,0,1,57,1,1,46,1,1,2,1
44679,15,4,5,17,1,2,6,1,1,0,0,16,2,1,54,1,1,18,1,1,2,0
44680,7,8,2,8,1,1,13,3,0,0,0,16,0,1,56,1,1,24,1,0,2,1
44681,9,8,2,18,1,1,7,0,2,1,0,16,1,1,45,1,1,20,1,2,2,1
44682,3,9,3,14,1,1,15,1,0,0,0,16,1,3,37,1,1,49,1,1,2,1
44683,3,11,3,14,1,1,8,1,0,0,2,16,0,1,48,1,2,21,1,1,2,1
44684,12,11,3,12,1,0,5,1,0,0,0,16,25,0,0,1,2,62,13,2,6,3
44685,4,6,5,21,1,1,6,1,0,0,0,16,0,1,47,1,1,49,1,2,2,1
44686,8,1,1,16,1,0,5,0,3,4,2,16,0,1,56,1,2,18,1,2,2,1
44687,12,8,6,14,1,0,5,0,0,0,0,16,0,1,66,2,2,36,3,1,2,2
44688,3,4,6,15,1,1,15,1,0,0,0,2,1,12,52,2,1,65,3,1,2,2
44689,1,5,3,14,1,0,5,0,0,0,0,16,0,1,51,1,1,23,1,1,0,1
44690,3,7,3,12,1,1,6,1,0,0,0,5,1,11,54,1,1,12,1,2,1,4
44691,9,3,0,22,1,1,15,1,0,0,0,0,1,1,59,1,2,60,1,2,2,1
44692,6,5,6,14,1,2,6,1,0,0,0,0,0,1,44,1,1,24,1,1,2,1
44693,7,8,4,16,1,1,6,0,1,0,0,16,0,1,57,2,1,04,4,1,2,2
44694,5,5,4,15,1,1,6,1,0,0,0,0,1,1,51,3,1,05,4,1,2,2
44695,5,0,6,16,1,1,16,2,0,1,0,16,0,4,50,1,1,58,1,1,2,1
44696,10,7,2,15,1,0,2,1,0,0,0,16,0,4,54,2,1,23,1,1,0,1
44697,0,5,1,8,1,2,17,0,0,0,2,16,0,1,53,1,1,38,1,2,2,1
44698,4,6,2,12,1,0,1,0,0,0,0,16,25,0,0,1,1,04,13,2,0,3
44699,1,6,3,17,1,2,15,1,0,0,0,0,1,1,43,1,1,26,1,2,2,1
44700,15,9,3,7,1,1,18,0,0,0,0,0,0,1,67,4,1,03,5,1,2,2
44701,0,9,4,14,1,0,0,2,0,0,2,16,0,1,49,1,1,29,1,2,2,1
44702,9,0,5,15,1,0,1,0,1,4,0,16,0,1,53,1,2,17,1,2,2,1
44703,9,1,2,17,1,1,6,1,0,0,0,0,1,1,46,1,1,53,1,2,2,1
44704,0,8,0,9,1,1,13,1,0,0,0,5,0,1,54,1,1,18,1,1,2,1
44705,3,0,2,23,1,1,11,0,1,1,0,16,1,1,45,1,2,22,1,2,2,1
44706,3,11,6,15,1,1,9,10,0,0,0,16,0,1,57,3,1,22,4,1,2,2
44707,5,2,0,17,1,0,5,1,0,0,0,2,25,0,0,1,2,53,13,2,6,3
44708,2,0,1,20,1,1,16,2,0,0,0,16,1,1,43,1,1,22,1,2,2,1
44709,15,1,6,22,1,1,15,1,0,0,0,2,0,1,61,2,1,52,3,1,2,2
44710,1,7,3,11,1,1,15,1,0,0,2,2,1,1,46,1,2,55,1,2,2,1
44711,13,7,3,11,1,0,1,1,0,0,0,16,25,0,0,1,2,73,13,2,0,3
44712,3,6,4,7,1,1,6,1,0,0,0,0,1,1,47,2,2,18,3,2,2,2
44713,0,6,4,17,1,3,18,1,0,0,1,0,3,1,53,1,2,70,1,1,2,1
44714,3,0,6,12,1,0,2,0,0,0,0,16,0,1,51,1,2,17,1,2,2,1
44715,7,8,1,5,1,1,12,0,0,0,1,16,0,1,54,2,1,58,2,1,2,2
44716,14,3,4,0,1,0,5,1,0,0,0,0,0,1,52,1,2,24,1,1,2,1
44717,10,3,6,21,1,0,3,0,2,1,2,16,0,1,52,1,1,21,1,2,2,1
44718,9,7,5,12,1,3,6,0,0,0,0,16,1,1,61,1,2,33,1,2,2,1
44719,12,11,3,15,1,1,16,1,0,0,0,2,0,1,59,1,2,28,1,2,2,1
44720,4,6,3,16,1,1,16,0,2,1,2,16,1,1,46,2,2,23,3,2,2,2
44721,2,8,2,6,1,1,8,10,0,0,1,16,1,11,0,1,1,16,1,2,0,4
44722,11,11,3,14,1,1,6,0,0,0,0,16,0,1,63,1,2,50,1,2,2,1
